CanonicalEventId,TimestampedScreenshotPath,TimestampedScreenshotFileName,HtmlMediaPath,HtmlMediaFileName,PhotosFolderPath,MessageAttachmentsPhotosPath,SHA256,SizeBytes,Dimensions,SameHashMatch,SameTimestampMatch,SameContentPossible,Notes
CE-029,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.15.21ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.15.21ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.15.21ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.15.21ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.15.21ΓÇ»PM.jpeg,F3B09A62C3D4504A738647E515901C58DABBB0A84E047A2CAF0BD7433F996C5F,423399,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-030,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.21.58ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.21.58ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.21.58ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.21.58ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.21.58ΓÇ»PM.jpeg,9668435AF5C8CE1928F7331960DAE4AF3F63E3607D166C87508CFFBC9EDC2E59,342510,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-031,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.22.22ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.22.22ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.22.22ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.22.22ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.22.22ΓÇ»PM.jpeg,037092AA867AFCBF28B8F84B21FBAD5FEAC56D31FE70FE82C5137D2A126BC47A,377323,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-032,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.22.38ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.22.38ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.22.38ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.22.38ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.22.38ΓÇ»PM.jpeg,C2BC371575A8B3696F029E3CBEBDED5077AA8C36AEF684FD27CF8BE83CC5FC65,358088,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-033,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.27.00ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.27.00ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.27.00ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.27.00ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.27.00ΓÇ»PM.jpeg,1F9BC9040D32240B00D255F9B43703E3D990D9D0F922959CF6F280FDEB9C0002,360310,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-034,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.28.40ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.28.40ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.28.40ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.28.40ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.28.40ΓÇ»PM.jpeg,41AD0F0E244E8F91A8B2E4319442C3C41697F799116BBF5AB6F85F86EE545EF2,508395,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-035,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.32.13ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.32.13ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.32.13ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.32.13ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.32.13ΓÇ»PM.jpeg,014EC7454084A20B550C320138D52B93237FD05924CA7E188C2539B6D26609ED,351122,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-036,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.33.56ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.33.56ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.33.56ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.33.56ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.33.56ΓÇ»PM.jpeg,C39404192A932D0472A378A09B9E7C967DD7F4458DD972AC8BC1EFC9C257DB72,318885,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-037,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.34.38ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.34.38ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.34.38ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.34.38ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.34.38ΓÇ»PM.jpeg,20BFFCCFB6B51796DFDF11513F7C3F74A2792FBE6BFFD7E315AC918B9BAAE43F,409098,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-038,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.35.14ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.35.14ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.35.14ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.35.14ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.35.14ΓÇ»PM.jpeg,8D710CA80CEA9D50BADAF7D6055930C414FEA7339B6A92C23648B2FFD001C863,403119,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-039,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.35.47ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.35.47ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.35.47ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.35.47ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.35.47ΓÇ»PM.jpeg,0EDE8EB2DECD6A6CC81B6A3112533B46948E28240B1C23EAD6B5E2A080C1CF63,378163,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-040,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.36.59ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.36.59ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.36.59ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.36.59ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.36.59ΓÇ»PM.jpeg,0FF3C518A818A3D39530D38621DA6756A865DEEF9FDA700431258EF04521959C,319592,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-041,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.38.30ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.38.30ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.38.30ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.38.30ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.38.30ΓÇ»PM.jpeg,3B8A0C06DB642431E11E7FE9A16E10E571D2CB5AD05515B7CC9C2EBFC4D11DB3,325272,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-042,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.42.06ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.42.06ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.42.06ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.42.06ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.42.06ΓÇ»PM.jpeg,73B05DA4096E7B71063940D3FCA9938CC6746F2E07EEBA41F18AC5C703BE5FC0,328563,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-043,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.42.25ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.42.25ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.42.25ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.42.25ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.42.25ΓÇ»PM.jpeg,337C940FB800E1480348D9DC9C61425F9E6667065F24C99AA1F2386DE194227C,312118,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-044,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.42.44ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.42.44ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.42.44ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.42.44ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.42.44ΓÇ»PM.jpeg,46D080556ED37FF9DBA69C21E359DA70321A9AA89C7577B73F36A29D9387063A,332161,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-045,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.43.04ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.43.04ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.43.04ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.43.04ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.43.04ΓÇ»PM.jpeg,35674146F6F00298CCF82D0B374A760F0A1CC9F24EBD5AACF7C9610B0805D61E,326585,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-046,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.43.40ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.43.40ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.43.40ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.43.40ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.43.40ΓÇ»PM.jpeg,D2A6F6B10E2513BA774922749255C849B0FD0AA5C41CC4F1181A1C8A90C4770A,361952,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-047,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.48.49ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.48.49ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.48.49ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.48.49ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.48.49ΓÇ»PM.jpeg,5DC86CD922AE9D35D1753CF33AC99AF68861DBFB5829DD915638F10FA401DA20,455190,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-048,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.10ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.10ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.49.10ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.10ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.10ΓÇ»PM.jpeg,CB8075338891B4A95133AECDE1D52F3C20CEC60420DB5FDFA9BD641D17833035,472588,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-049,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.27ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.27ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.49.27ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.27ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.27ΓÇ»PM.jpeg,763A60BBDF8873FD32099B20C8B866590501A9CC201CCF32C7B6F7ED81F6EF6E,557918,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-050,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.43ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.43ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.49.43ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.43ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.43ΓÇ»PM.jpeg,43B14BE2804DAC3DB40B537E5EB270998AFE3EB45A88DE5CDB57600B22ED3554,536012,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-051,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.58ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.58ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.49.58ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.49.58ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.49.58ΓÇ»PM.jpeg,65F500555A302B32D25D24F07F11552FED9449909760FFE5698D03F15D71353B,493673,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-052,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.50.23ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.50.23ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.50.23ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.50.23ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.50.23ΓÇ»PM.jpeg,A0D92F6E72573A67D7B168A7A1A71E7F8D755FF1336ABE1BE9AC6ABB3ED1ECE9,463848,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-053,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.50.40ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.50.40ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.50.40ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.50.40ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.50.40ΓÇ»PM.jpeg,9CDB12067475B731391B4D5A9A3B0AB4E286E514F271D471E2E2F317AA5527C1,459677,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-054,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.51.06ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.51.06ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.51.06ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.51.06ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.51.06ΓÇ»PM.jpeg,022C0499700A194058D5980F1CED9B314CE25E2F864465535B5C6A5FCD70D231,552384,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
CE-055,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.51.30ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.51.30ΓÇ»PM.jpeg,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Messages\HTML\media\Screenshot 2024-04-25 at 1.51.30ΓÇ»PM.jpeg,Screenshot 2024-04-25 at 1.51.30ΓÇ»PM.jpeg,,C:\Users\thoma\Documents\Cyber Crimes\Hurd Evidence 2024-05-08\Hurd Evidence 2024-05-08\Message Attachments\Photos\Screenshot 2024-04-25 at 1.51.30ΓÇ»PM.jpeg,B7D33DED3E4ADDA85F3FA61DAB216F030E2242EA2E460CCC71EB3ACAE6F236A0,500479,1170 x 2532,Yes,Unknown,Yes - same SHA256,Do not assume either timestamped screenshot filename or HTML/media filename was the native iPhone attachment filename without sms.db confirmation.
