Keyword,Source File,Snippet
Tax,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"Layout: A modern, IDE-style interface. A sidebar on the left for a ""File Explorer,"" a main center window for a ""Code Editor"" (with syntax highlighting), and a chat panel on the right for user prompts. 
 Logic: When I type a request in the chat (e.g., ""Build a snake game""), send this request to the integrated AI model. 
 System Instruction: Instruct the AI to respond ONLY in a"
EIN,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"rvices
Systems Architecture
Integration, Testing & Deployment Support
12. ACCEPTANCE OF AGREEMENT
By signing below, both parties acknowledge and agree to the terms outlined herein.
PROVIDER
Cyber Secured AI Systems LLC
Name: ___________________________
Title: ____________________________
Signature: ________________________
Date: ____________________________
CLIENT
Primoris Medtech LLC
Name: Melinda Williamson
Title: ____________________________
Signature: ________________________
Date: _____"
Password,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"o your Base44 admin dashboard. 
 You create a new user account for them. 
 You manually send them a welcome email with their login URL and temporary password. 
 
 
 
 This workflow is fast, simple, and requires zero new development. At $24,000 in new MRR, you can afford to spend 5 minutes manually creating a user account. 
 Why This Plan Works 
 
 It matches the price point. High price = high-touch sale. 
 <"
Drive,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"king authority with no duty to confer. 
 April 19–26, 2024: Respondent allegedly gained unauthorized access to Petitioner’s Google accounts (Gmail/Drive/Business) by using their minor son’s device, exfiltrating financial and business data used in subsequent hearings. 
 
 III. Escalation & Safety Incidents (2025) 
 
 March 20, 2025: Elliana ran away from the Respondent’s home, leading to a police search (P"
Gmail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"ot;>Client Information</span>
 <strong>Primoris Medtech LLC</strong><br>
 Attn: Melinda Williamson<br>
 genl58275@gmail.com
 </div>
 </div>

 <h2>Scope of Services</h2>
 {items_html}

 <div class=""total-box"">
 TOTAL CONTRACT VALUE: $200,000.00 USD
 </div>

 <h2>Project Terms & Deliverables</h2>
 <p><strong>Term:</strong&"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"00""),
 (""Compliance & Security (Cybersecurity Risk Assessment, Compliance Readiness & Transaction Monitoring Controls)"", ""$20,000""),
 (""Business Systems Architecture & Technical Discovery"", ""$25,000""),
 (""Secure Ledger Infrastructure Design"", ""$40,000""),
 (""Smart Contract Development"", ""$55,000""),
 (""Systems Integration & Platform Integration"", ""$35,000"")
]

ite"
Robin,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"Social Investigation (SI) by Terry Mattingly (Doc #320, filed Dec 19, 2025). 
 
 Legal Standing: The Court recently denied the Respondent's (Robin Hurd-Bedner) ""Emergency Motion to Temporarily Suspend Timesharing"" (Doc #323) on December 30, 2025, finding it did not meet emergency criteria . A 30-minute hearing is scheduled for January 2026 to address these issues and reserved attorney's fees. 
 C"
Elijah,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gemini Apps\MyActivity.html,"II. The Shift to Sole Authority (2023–2024) 
 
 August 2023 (Doc #180): Following a hearing where the Petitioner’s medical advocacy for his son Elijah was characterized as ""sabotage,"" the court granted Respondent sole decision-making authority with no duty to confer. 
 April 19–26, 2024: Respondent allegedly gained unauthorized access to Petitioner’s Google accounts (Gmail/Drive/Business) by using their minor"
Jonathan,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"ass=""mdl-typography--title"">Gmail
 Searched for Jonathan 
Apr 26, 2024, 6:12:50 AM EDT
 Products: 
 Gmail
 Why is this here? 
 This"
keeganhurd@gmail.com,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"le"">Gmail
 Searched for keeganhurd@gmail.com 
Jul 16, 2024, 8:18:48 PM EDT
 Products: 
 Gmail
 Why is this here? 
 Th"
GoFingerprinting,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"ass=""mdl-typography--title"">Gmail
 Searched for gofingerprinting.com 
Apr 21, 2023, 7:40:10 PM EDT
 Products: 
 Gmail
 Why is this"
Helo,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"ass=""mdl-typography--title"">Gmail
 Searched for helo payment services llc ein 
Jul 4, 2025, 4:56:32 PM EDT
 Products: 
&ems"
Merchant,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"ass=""mdl-typography--title"">Gmail
 Searched for Merchant Account tech nerds 
Jan 23, 2024, 1:02:41 PM EDT
 Products: 
 Gma"
Authorize.net,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"ass=""mdl-typography--title"">Gmail
 Searched for authorize.net 
Dec 13, 2024, 12:42:46 PM EDT
 Products: 
 Gmail
 Why is this here? <br"
Bank,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"pography--title"">Gmail
 Searched for national bankcard 
Sep 11, 2024, 7:17:05 PM EDT
 Products: 
 Gmail
 Why is this here? 
&"
Statement,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"-typography--title"">Gmail
 Searched for venmo statements 
Jan 23, 2024, 3:45:09 PM EDT
 Products: 
 Gmail
 Why is this here?"
Tax,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"-typography--title"">Gmail
 Searched for pastyeartax 
Jan 12, 2025, 10:03:17 PM EDT
 Products: 
 Gmail
 Why is this here? 
 This"
EIN,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"br> Searched for helo payment services llc ein 
Jul 4, 2025, 4:56:32 PM EDT
 Products: 
 Gmail
 Why is this here?</b"
Password,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"graphy--title"">Gmail
 Searched for geocaching password 
Nov 25, 2023, 12:57:28 PM EDT
 Products: 
 Gmail
 Why is this here? <b"
Gmail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"l-grid""> Gmail
 Searched for takeout 
Jun 2, 2026, 3:14:46 AM EDT"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"phy--title"">Gmail
 Searched for wix provide business 
Mar 25, 2026, 5:24:56 PM EDT
 Products: 
 Gmail
 Why is this here?</"
Robin,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"ass=""mdl-typography--title"">Gmail
 Searched for robinhurd1@gmail.com 
May 29, 2026, 5:03:50 PM EDT
 Products: 
 Gmail
 Why is th"
Elijah,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Gmail\MyActivity.html,"ass=""mdl-typography--title"">Gmail
 Searched for elijahbhurd@gmail.com 
Sep 10, 2025, 9:11:38 AM EDT
 Products: 
 Gmail
 Why is"
Breas,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"uter-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> us.kisqali.com/early-breast-cancer
 Visited us.kisqali.com/early-breast-cancer 
Oct 22, 2025, 7:27:41 AM EDT
 <div class=""c"
Helo,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"iv class=""outer-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> suno.com/@helosounds
 Visited suno.com/@helosounds 
Mar 29, 2026, 2:52:20 PM EDT
 <div class=""content-cell mdl-cell mdl-cell"
Merchant,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"l--12-col mdl-shadow--2dp""> stripe.com/resources/more/payment-processor-vs-merchant-acquirer
 Visited stripe.com/resources/more/payment-processor-vs-merchant-acq"
Stripe,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"v> stripe.com/resources/more/payment-processor-vs-merchant-acquirer
 Visited stripe.com/r"
Bank,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"ell mdl-cell--12-col mdl-shadow--2dp""> www.elliott.org/company-contacts/td-bank/
 Visited www.elliott.org/company-contacts/td-bank/ 
Apr 27, 2026, 1:48:15 PM EDT
 <div cl"
Banking,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"ss=""outer-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> Found: Business Banking - Apps on Google Play
 Used Found: Business Banking - Apps on Google Play 
Apr 26, 2026, 8:27:51 AM EDT
 <div class=""content-cell mdl-cell mdl-"
Tax,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"""mdl-grid""> www.priceline.com/m/fly/search/MCO-PWM-20260408/details/CgJ2MRIkNDAyZjY0Y2YtN2ZlZS00ZTAxLTg1NGMtNDI3NjE5Y2YxZDAxGAEiB0NMQVNTSUMqBAgdEAEyBWd1c2U0OjBXT1JLRkxPV19JRF9lYTkxYmY5Ni1kOTJlLTQ4MWItOThlNi03N2FhZWI3ZTFhYmQ
 Visited <a href=""https://www.google.com/url?q=http://www.priceline.com/m/fly/search/MCO-PWM-20260408/detai"
EIN,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"onaire - Apps on Google Play
 Used Temu: Shop Like a Billionaire - Apps on Google Play 
Mar 2, 2026, 11:12:22 AM EDT
 Products: 
&e"
Password,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"ll mdl-cell mdl-cell--12-col mdl-shadow--2dp""> surveys.gobranded.com/users/password-setup
 Visited surveys.gobranded.com/users/password-setup 
Feb 6, 2026, 2:31:12 PM EDT
</d"
Drive,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"> Used Car Racing 3D: Racer Master - Apps on Google Play 
Mar 14, 2026, 2:52:07 PM EDT
 Products:"
Inbox,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"iv class=""outer-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> www.warmupinbox.com/pricing/
 Visited www.warmupinbox.com/pricing/ 
Jul 27, 2025, 8:29:22 PM EDT
 <div class=""content-"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"> Found: Business Banking - Apps on Google Play
 Used Found: Business Banking - Apps on Google Play 
Apr 26, 2026, 8:27:51 AM EDT
 <div class=""content-cell mdl-"
Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"v class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1"">Visited www.americanflags.com/ 
Jan 26, 2026, 6:22:24 PM EDT
 Products: 
 Google Analytics
 Why is this her"
Robin,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Analytics\MyActivity.html,"""outer-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> www.theknot.com/us/robin-hurd-and-scott-bedner-jul-2025
 Visited www.theknot.com/us/robin-hurd-and-scott-bedner-ju"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Business Profile\MyActivity.html,"> Google Business Profile
 Viewed Sign Up 
Jul 11, 2025, 1:40:55 PM EDT
 <div class"
Google Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Business Profile\MyActivity.html,"l-grid""> Google Business Profile
 Viewed Sign Up 
Jul 11, 2025, 1:40:55 PM EDT
 <di"
Merchant,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Pay\MyActivity.html,"""RE: KJ ProWeb will integration Google Pay into the website of the buyer within two hours of purchase. A back-up credit card acceptance solution will be provided by Best Rate Merchant Service for hemp, CBD & high risk transactions (3.95% + $0.20 cents).""
 Google Pay
 <div class=""co"
Gmail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Pay\MyActivity.html,"dl-cell--12-col""> Google Pay
 Received $5.00 from nicollehurd@gmail.com
Aug 31, 2020, 2:28:20 PM EDT
 Products: 
 Google Pay
 Details: 
 L.D148-8DBE-8155-73AC"
Helo,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"raphy--title"">Google Play Store
 Searched for helo go 
Oct 31, 2019, 9:00:07 PM EDT
 Products: 
 Google Play Store
 Why is this he"
Stripe,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"v> Stripe Dashboard
 Used Stripe Dashboard 
Mar 13, 2026, 11:16:40 AM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typograph"
Bank,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"/div> TD Bank (US)
 Used TD Bank (US) 
Mar 31, 2026, 3:56:40 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1 mdl-typography--text"
Banking,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"ss=""outer-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> Found: Business Banking
 Used Found: Business Banking 
Mar 27, 2026, 10:30:00 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1 mdl-typo"
Savings,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"r-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> Walmart: Shopping & Savings
 Used Walmart: Shopping & Savings 
Mar 7, 2026, 1:20:00 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--bo"
EIN,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"-cell mdl-cell mdl-cell--12-col mdl-shadow--2dp""> com.google.android.packageinstaller
 Used com.google.android.packageinstaller
Mar 26, 2026, 3:43:20 AM EDT
 <div class=""content-cell mdl-cell"
Password,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"ock
 Used App Lock - Fingerprint Lock 
Jul 31, 2025, 1:30:00 PM EDT
 Products: 
 Google Play Store<"
Drive,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"> Google Drive
 Used Google Drive 
Mar 30, 2026, 4:23:20 AM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1 mdl-ty"
Gmail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"v> Gmail
 Used Gmail 
Apr 25, 2026, 11:10:00 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1 mdl-typography--tex"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"> Found: Business Banking
 Used Found: Business Banking 
Mar 27, 2026, 10:30:00 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1"
Google Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"ore
 Searched for google business 
Nov 14, 2019, 10:40:34 AM EDT
 Products: 
 Google Play Store
 Why is this here?"
Google My Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"br> Visited Google My Business 
Jan 4, 2022, 10:58:30 PM EDT
 Products: 
 Google Play Store
 Why is this here? <b"
Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"""> Google Play Store
 Received a notification
Never miss a moment
Dec 15, 2025, 2:53:02 PM EDT
 Products: 
 Google Play Store
 Why is this here? 
 This act"
Robin,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Google Play Store\MyActivity.html,"-title"">Google Play Store
 Visited Robinhood: Trading & Investing 
Oct 27, 2021, 10:32:00 AM EDT
 Products: 
 Google Play"
Merchant,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"l--12-col""> Help
 Visited Product data specification - Google Merchant Center Help 
Oct 24, 2021, 7:36:49 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--12-col mdl-ty"
Bank,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"mdl-typography--title"">Help
 Visited Find supported payment methods for contactless purchases - Android - Google Pay Help 
Dec 28, 2021, 4:56:55 PM EDT
 <div class=""content-c"
Statement,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"ography--body-1"">Visited Google My Business local business reinstatement request - Google My Business Help 
Dec 2, 2020, 8:40:10 PM EDT
 Products: 
 Help
 Why is this"
EIN,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"typography--body-1"">Visited Google My Business local business reinstatement request - Google My Business Help 
Dec 2, 2020, 8:40:10 PM EDT
 Products: 
 Help
 Why is th"
Password,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"p> Visited Recover your Google Workspace password with a CNAME record - Google Workspace Admin Help 
Sep 16, 2024, 1:19:33 PM EDT
 Products: 
 Help<br"
Drive,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"l--12-col""> Help
 Visited How to use Google Drive - Computer - Google Drive Help 
Apr 27, 2026, 10:30:38 AM EDT
 Produ"
Gmail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"st_id=1-1720548930839-2297070943&ec=GM_smime_OTA_iOS&timezone=America/New_York&api_client=ghelpios&gapi=1&ff=1&full_page=1"">Learn about email encryption in Gmail - Gmail Help 
Jul 9, 2024, 2:15:31 PM EDT
 Products: 
 Help
 Why is this here? 
 This a"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"l--12-col""> Help
 Visited How to find your business on Google - Google Business Profile Help 
Feb 27, 2024, 12:24:05 AM EDT
 <div class=""content-cell mdl-cell mdl-cell--12-c"
Google Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"-cell mdl-cell--6-col mdl-typography--body-1"">Visited How to find your business on Google - Google Business Profile Help 
Feb 27, 2024, 12:24:05 AM EDT
 Products: 
 Help
 Why is this here?"
Google My Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Help\MyActivity.html,"-cell mdl-cell mdl-cell--6-col mdl-typography--body-1"">Visited Google My Business local business reinstatement request - Google My Business Help 
Dec 2, 2020, 8:40:10 PM EDT
 Products"
Merchant,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"aphy--title"">Image Search
 Viewed image from merchantcircle.com 
May 28, 2015, 10:24:19 AM EDT
 <div class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1 mdl-typography--text-rig"
Stripe,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"ography--title"">Image Search
 Viewed image from stripe.com 
Mar 8, 2020, 2:39:20 PM EDT
 Product"
Bank,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"> Viewed image from storagealpha9.grabien.com 
Jul 12, 2024, 10:59:04 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--12-col mdl-typography--cap"
Tax,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"dy-1"">Viewed image from scontent.cdninstagram.com 
Jun 7, 2017, 7:47:51 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--12-col mdl-typography--"
EIN,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"href=""https://www.google.com/url?q=https://media.xogrp.com/images/6af630c3-69b3-4c85-9f8e-101791798c81~rt_auto-cr_222.278.2074.1204-rs_768.h%3Fordering%3Dexplicit&usg=AOvVaw2p7EINrlfMTu-EGC1Xh_lX"">media.xogrp.com 
Jul 22, 2022, 1:59:36 PM EDT
 Products: 
 Image Search
 Why is thi"
Drive,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"> Searched for stainless steel grinder salt and pepper hand driven 
Oct 3, 2022, 7:41:43 PM EDT
 Products:"
Gmail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"hy--title"">Image Search
 Viewed image from newbergmailroom.com 
Apr 2, 2017, 10:44:31 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--12-col mdl-"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"ll mdl-cell mdl-cell--6-col mdl-typography--body-1"">Viewed image from banner2.cleanpng.com 
Mar 8, 2020, 2:41:24 PM EDT
 <div class=""content-cell mdl-cell mdl-ce"
Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"--title"">Image Search
 Viewed image from bakingamoment.com 
Jun 21, 2025, 12:50:54 PM EDT
 <div class=""content-cell mdl-cell mdl-ce"
Robin,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"iv class=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1"">Viewed image from birdserenity.com 
May 12, 2025, 3:37:27 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--12-col mdl-typogra"
Elijah,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Image Search\MyActivity.html,"s=""mdl-typography--title"">Image Search
 Searched for elijah hurd 
Sep 30, 2023, 3:15:41 PM EDT
 Products: 
 Image Search
 Why is th"
Go Fingerprinting,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"-1"">Searched for Go Fingerprinting & Notary, 6274 Palm Vista St, Port Orange, FL 32128 
Apr 25, 2025, 10:18:04 PM EDT
 Products: <"
Helo,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"ell--12-col""> Maps
 HELO Pay Services 
Sep 30, 2020, 9:47:05 AM EDT
 <div class=""content-cell mdl-cell mdl-cell--1"
Merchant,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"""> Maps
 Electronic Merchant Services 
Feb 26, 2020, 4:38:23 PM EDT
 <div class=""content-cell mdl-cel"
Stripe,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"p class=""mdl-typography--title"">Maps
 Directions to Stripes, 1206 Avenue E, Ozona, TX 76943 
Current location
Stripes, 1206 Avenue E, Ozona, TX 76943
Sep 28, 2018, 2:34:54 AM EDT
 <div class=""cont"
Bank,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"-col mdl-typography--body-1"">Searched for td bank port orange 
May 11, 2026, 4:22:02 PM EDT
 Products: 
 Maps
 Locations: 
 At <a href=""ht"
Banking,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"-title"">Maps
 Visited https://www.td.com/us/en/personal-banking/credit-cards/flex-pay/lpb?mps=mps:tdb:p:cc:ugp:all:d:H3203{ignor"
Tax,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"ww.google.com/maps/dir//%27%27/@29.2186227,-81.0922732,13z/data=!3m1!4b1!4m5!4m4!1m0!1m2!1m1!1s0x88e6dea746e6de5b:0x6ab86af0506a1f91"">Florida Department of Revenue - Daytona Beach Taxpayer Service Center 
Current location
29.2131926,-81.091449
Jun 16, 2025, 4:57:36 PM EDT
 Products: 
&em"
EIN,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"2-col""> Maps
 Trinklein Rd 
Feb 5, 2020, 5:35:21 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--12-col mdl-typ"
Drive,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"-title"">Maps
 Directions to Bank of America (with Drive-thru ATM) 
Current location
Bank of America (with Drive-thru ATM), 1025 W International Speedway Blvd"
Business,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"s=""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1"">Directions to Central Business District, Mobile, AL 
Home (6274 Palm Vista St, Port Orange, FL 32128-6952, USA)
Central Business District, Mo"
Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"col""> Maps
 Present Moment Cafe 
Apr 25, 2017, 7:30:36 PM EDT
 <div class=""content-cell mdl-cell mdl-cell--1"
Robin,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\My Activity\Maps\MyActivity.html,"""content-cell mdl-cell mdl-cell--6-col mdl-typography--body-1"">Directions to Daytona Beach Regional Library (City Island), 105 Jackie Robinson Pkwy, Daytona Beach, FL 32114 
Current location
Daytona Beach Regional Library (City Island), 105 J"
