CanonicalEventId,PrimaryExhibitNumber,EventType,CaptureTimestamp,TextedTimestamp,ElapsedSeconds,ConversationContact,ImagePathScanned,FileName,FileSize,SHA256,ReadableAsImage,ImageFormat,Width,Height,Dimensions,DPI,DPIX,DPIY,DeviceDimensionAssessment,DeviceMetadataPlainEnglish,EXIF_Make,EXIF_Model,EXIF_Software,EXIF_DateTimeOriginal,EXIF_DateTimeDigitized,EXIF_DateTime,EXIF_Orientation,EXIF_AllRelevant,MetadataError
CE-031,EX-014,Screenshot transmission,2024-04-25 13:22:22,2024/04/25 13:22:32,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-031_Screenshot_2024-04-25_at_1.22.22_PM.jpeg,CE-031_Screenshot_2024-04-25_at_1.22.22_PM.jpeg,377323,037092AA867AFCBF28B8F84B21FBAD5FEAC56D31FE70FE82C5137D2A126BC47A,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-032,EX-015,Screenshot transmission,2024-04-25 13:22:38,2024/04/25 13:22:50,12,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-032_Screenshot_2024-04-25_at_1.22.38_PM.jpeg,CE-032_Screenshot_2024-04-25_at_1.22.38_PM.jpeg,358088,C2BC371575A8B3696F029E3CBEBDED5077AA8C36AEF684FD27CF8BE83CC5FC65,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-033,EX-016,Screenshot transmission,2024-04-25 13:27:00,2024/04/25 13:27:09,9,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-033_Screenshot_2024-04-25_at_1.27.00_PM.jpeg,CE-033_Screenshot_2024-04-25_at_1.27.00_PM.jpeg,360310,1F9BC9040D32240B00D255F9B43703E3D990D9D0F922959CF6F280FDEB9C0002,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-034,EX-017,Screenshot transmission,2024-04-25 13:28:40,2024/04/25 13:28:54,14,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-034_Screenshot_2024-04-25_at_1.28.40_PM.jpeg,CE-034_Screenshot_2024-04-25_at_1.28.40_PM.jpeg,508395,41AD0F0E244E8F91A8B2E4319442C3C41697F799116BBF5AB6F85F86EE545EF2,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-035,EX-018,Screenshot transmission,2024-04-25 13:32:13,2024/04/25 13:32:26,13,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-035_Screenshot_2024-04-25_at_1.32.13_PM.jpeg,CE-035_Screenshot_2024-04-25_at_1.32.13_PM.jpeg,351122,014EC7454084A20B550C320138D52B93237FD05924CA7E188C2539B6D26609ED,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-036,EX-019,Screenshot transmission,2024-04-25 13:33:56,2024/04/25 13:34:08,12,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-036_Screenshot_2024-04-25_at_1.33.56_PM.jpeg,CE-036_Screenshot_2024-04-25_at_1.33.56_PM.jpeg,318885,C39404192A932D0472A378A09B9E7C967DD7F4458DD972AC8BC1EFC9C257DB72,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-037,EX-020,Screenshot transmission,2024-04-25 13:34:38,2024/04/25 13:34:48,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-037_Screenshot_2024-04-25_at_1.34.38_PM.jpeg,CE-037_Screenshot_2024-04-25_at_1.34.38_PM.jpeg,409098,20BFFCCFB6B51796DFDF11513F7C3F74A2792FBE6BFFD7E315AC918B9BAAE43F,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-038,EX-021,Screenshot transmission,2024-04-25 13:35:14,2024/04/25 13:35:24,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-038_Screenshot_2024-04-25_at_1.35.14_PM.jpeg,CE-038_Screenshot_2024-04-25_at_1.35.14_PM.jpeg,403119,8D710CA80CEA9D50BADAF7D6055930C414FEA7339B6A92C23648B2FFD001C863,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-039,EX-022,Screenshot transmission,2024-04-25 13:35:47,2024/04/25 13:36:05,18,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-039_Screenshot_2024-04-25_at_1.35.47_PM.jpeg,CE-039_Screenshot_2024-04-25_at_1.35.47_PM.jpeg,378163,0EDE8EB2DECD6A6CC81B6A3112533B46948E28240B1C23EAD6B5E2A080C1CF63,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-040,EX-023,Screenshot transmission,2024-04-25 13:36:59,2024/04/25 13:37:09,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-040_Screenshot_2024-04-25_at_1.36.59_PM.jpeg,CE-040_Screenshot_2024-04-25_at_1.36.59_PM.jpeg,319592,0FF3C518A818A3D39530D38621DA6756A865DEEF9FDA700431258EF04521959C,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-041,EX-024,Screenshot transmission,2024-04-25 13:38:30,2024/04/25 13:38:40,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-041_Screenshot_2024-04-25_at_1.38.30_PM.jpeg,CE-041_Screenshot_2024-04-25_at_1.38.30_PM.jpeg,325272,3B8A0C06DB642431E11E7FE9A16E10E571D2CB5AD05515B7CC9C2EBFC4D11DB3,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-042,EX-025,Screenshot transmission,2024-04-25 13:42:06,2024/04/25 13:42:17,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-042_Screenshot_2024-04-25_at_1.42.06_PM.jpeg,CE-042_Screenshot_2024-04-25_at_1.42.06_PM.jpeg,328563,73B05DA4096E7B71063940D3FCA9938CC6746F2E07EEBA41F18AC5C703BE5FC0,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-043,EX-026,Screenshot transmission,2024-04-25 13:42:25,2024/04/25 13:42:36,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-043_Screenshot_2024-04-25_at_1.42.25_PM.jpeg,CE-043_Screenshot_2024-04-25_at_1.42.25_PM.jpeg,312118,337C940FB800E1480348D9DC9C61425F9E6667065F24C99AA1F2386DE194227C,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-044,EX-027,Screenshot transmission,2024-04-25 13:42:44,2024/04/25 13:42:55,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-044_Screenshot_2024-04-25_at_1.42.44_PM.jpeg,CE-044_Screenshot_2024-04-25_at_1.42.44_PM.jpeg,332161,46D080556ED37FF9DBA69C21E359DA70321A9AA89C7577B73F36A29D9387063A,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-045,EX-028,Screenshot transmission,2024-04-25 13:43:04,2024/04/25 13:43:15,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-045_Screenshot_2024-04-25_at_1.43.04_PM.jpeg,CE-045_Screenshot_2024-04-25_at_1.43.04_PM.jpeg,326585,35674146F6F00298CCF82D0B374A760F0A1CC9F24EBD5AACF7C9610B0805D61E,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-046,EX-029,Screenshot transmission,2024-04-25 13:43:40,2024/04/25 13:43:53,13,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-046_Screenshot_2024-04-25_at_1.43.40_PM.jpeg,CE-046_Screenshot_2024-04-25_at_1.43.40_PM.jpeg,361952,D2A6F6B10E2513BA774922749255C849B0FD0AA5C41CC4F1181A1C8A90C4770A,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-047,EX-030,Screenshot transmission,2024-04-25 13:48:49,2024/04/25 13:49:02,13,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-047_Screenshot_2024-04-25_at_1.48.49_PM.jpeg,CE-047_Screenshot_2024-04-25_at_1.48.49_PM.jpeg,455190,5DC86CD922AE9D35D1753CF33AC99AF68861DBFB5829DD915638F10FA401DA20,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-048,EX-031,Screenshot transmission,2024-04-25 13:49:10,2024/04/25 13:49:20,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-048_Screenshot_2024-04-25_at_1.49.10_PM.jpeg,CE-048_Screenshot_2024-04-25_at_1.49.10_PM.jpeg,472588,CB8075338891B4A95133AECDE1D52F3C20CEC60420DB5FDFA9BD641D17833035,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-049,EX-032,Screenshot transmission,2024-04-25 13:49:27,2024/04/25 13:49:37,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-049_Screenshot_2024-04-25_at_1.49.27_PM.jpeg,CE-049_Screenshot_2024-04-25_at_1.49.27_PM.jpeg,557918,763A60BBDF8873FD32099B20C8B866590501A9CC201CCF32C7B6F7ED81F6EF6E,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-050,EX-033,Screenshot transmission,2024-04-25 13:49:43,2024/04/25 13:49:51,8,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-050_Screenshot_2024-04-25_at_1.49.43_PM.jpeg,CE-050_Screenshot_2024-04-25_at_1.49.43_PM.jpeg,536012,43B14BE2804DAC3DB40B537E5EB270998AFE3EB45A88DE5CDB57600B22ED3554,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-051,EX-034,Screenshot transmission,2024-04-25 13:49:58,2024/04/25 13:50:08,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-051_Screenshot_2024-04-25_at_1.49.58_PM.jpeg,CE-051_Screenshot_2024-04-25_at_1.49.58_PM.jpeg,493673,65F500555A302B32D25D24F07F11552FED9449909760FFE5698D03F15D71353B,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-052,EX-035,Screenshot transmission,2024-04-25 13:50:23,2024/04/25 13:50:34,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-052_Screenshot_2024-04-25_at_1.50.23_PM.jpeg,CE-052_Screenshot_2024-04-25_at_1.50.23_PM.jpeg,463848,A0D92F6E72573A67D7B168A7A1A71E7F8D755FF1336ABE1BE9AC6ABB3ED1ECE9,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-053,EX-036,Screenshot transmission,2024-04-25 13:50:40,2024/04/25 13:50:58,18,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-053_Screenshot_2024-04-25_at_1.50.40_PM.jpeg,CE-053_Screenshot_2024-04-25_at_1.50.40_PM.jpeg,459677,9CDB12067475B731391B4D5A9A3B0AB4E286E514F271D471E2E2F317AA5527C1,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-054,EX-037,Screenshot transmission,2024-04-25 13:51:06,2024/04/25 13:51:17,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-054_Screenshot_2024-04-25_at_1.51.06_PM.jpeg,CE-054_Screenshot_2024-04-25_at_1.51.06_PM.jpeg,552384,022C0499700A194058D5980F1CED9B314CE25E2F864465535B5C6A5FCD70D231,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-055,EX-038,Screenshot transmission,2024-04-25 13:51:30,2024/04/25 13:51:40,10,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-055_Screenshot_2024-04-25_at_1.51.30_PM.jpeg,CE-055_Screenshot_2024-04-25_at_1.51.30_PM.jpeg,500479,B7D33DED3E4ADDA85F3FA61DAB216F030E2242EA2E460CCC71EB3ACAE6F236A0,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-056,EX-039,Screenshot transmission,2024-04-25 13:51:46,2024/04/25 13:51:59,13,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-056_Screenshot_2024-04-25_at_1.51.46_PM.jpeg,CE-056_Screenshot_2024-04-25_at_1.51.46_PM.jpeg,459544,D5D90B4F94571C0326AC15946872B9AE24FF5DE9F789E8076250E4337F8403C5,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-057,EX-040,Screenshot transmission,2024-04-25 13:52:07,2024/04/25 13:52:16,9,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-057_Screenshot_2024-04-25_at_1.52.07_PM.jpeg,CE-057_Screenshot_2024-04-25_at_1.52.07_PM.jpeg,415664,B35A37A0AD04407B21D649ABD5EB759AD53D3415A0F3FDE305D5EB2D853C0C6B,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-058,EX-041,Screenshot transmission,2024-04-25 13:52:33,2024/04/25 13:52:45,12,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-058_Screenshot_2024-04-25_at_1.52.33_PM.jpeg,CE-058_Screenshot_2024-04-25_at_1.52.33_PM.jpeg,459615,D35992DE78D7D01199828A7F802F13C45E74652512363AAD86A24A833AE300C3,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-059,EX-042,Screenshot transmission,2024-04-25 13:52:52,2024/04/25 13:53:10,18,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-059_Screenshot_2024-04-25_at_1.52.52_PM.jpeg,CE-059_Screenshot_2024-04-25_at_1.52.52_PM.jpeg,460516,BEEB674C0DCC2783E5A32FC0C2DB5C4C27663BEF6E40DA2D6E13BE24D7813755,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
CE-060,EX-043,Screenshot transmission,2024-04-25 13:53:21,2024/04/25 13:53:32,11,Mom,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\_forensic_outputs\Case_Presentation_Dark\Integrated_Takeout_With_Images\media\CE-060_Screenshot_2024-04-25_at_1.53.21_PM.jpeg,CE-060_Screenshot_2024-04-25_at_1.53.21_PM.jpeg,582128,668602FC84F44C468B052D737AF5431768612049DD67ADB67446C16A822D4830,Yes,JPEG,1170,2532,1170x2532,216.0x216.0,216.0,216.0,Matches Elijah iPhone reference dimensions and 216 DPI,"The image pixel dimensions are consistent with the Elijah iPhone reference you provided (1170 x 2532). If DPI is 216, that also matches the reference. This supports device-class consistency but does not by itself identify the physical user.",,,,,,,1,"{""ResolutionUnit"": ""2"", ""Orientation"": ""1"", ""XResolution"": ""216.0"", ""YResolution"": ""216.0""}",
