Keyword,Timestamp,SourceService,SourceFile,RelativePath,IsGoogleSideRecord,IsDriveRelated,Snippet
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Text - 2016-03-13T16_49_39Z.html,Takeout/Voice/Calls/Dad - Text - 2016-03-13T16_49_39Z.html,Yes,Yes,"is week. New carpet maybe by early to mid April. New vinyl floors in bathrooms similar time frame. Maybe refinance house and get a little cash for termite control and damage repair, office repairs and new shed for Craig Drive. Then pray we can sell office condo and practice for enough to pay off all debt. Broker said it may take a while to sell because we're out of major city. Can't live on Social Sec alone, especially without Linda's SS, starting in July. Need extra $2-3K/month, the more the merrier for extras like a bit of travel, even if just in U.S. That's why I keep asking about It works or Nerium. <div cl"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Text - 2016-06-19T17_22_11Z.html,Takeout/Voice/Calls/Dad - Text - 2016-06-19T17_22_11Z.html,Yes,Yes,"""dt"" title=""2016-06-19T20:54:13.345-04:00"">Jun 19, 2016, 8:54:13 PM Eastern Time : Me : https://drive.google.com/open?id=0B7fwayow2PH_NFdITFF4MHRBeE0 Labels: Text , Inbox User Deleted: False"
drive.google.com,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Text - 2016-06-19T17_22_11Z.html,Takeout/Voice/Calls/Dad - Text - 2016-06-19T17_22_11Z.html,Yes,Yes,"""dt"" title=""2016-06-19T20:54:13.345-04:00"">Jun 19, 2016, 8:54:13 PM Eastern Time : Me : https://drive.google.com/open?id=0B7fwayow2PH_NFdITFF4MHRBeE0 Labels: Text , Inbox User Deleted: False"
download,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Text - 2016-12-26T15_36_54Z.html,Takeout/Voice/Calls/Dad - Text - 2016-12-26T15_36_54Z.html,Yes,No,"rn Time : Dad : Talked to Nicolle, Micah, and Nicolle yesterday on way to Creston. Lots of pun laughs! Need to download Nic's tracking app for herself and Micah. Dec 26, 2016, 10:43:21 AM Eastern Time : Dad : Still VERY shitting between you and Linda. Had another big fight! She still believes you're a lier in cahoots with Ian t"
bank,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Text - 2017-02-18T21_08_34Z.html,Takeout/Voice/Calls/Dad - Text - 2017-02-18T21_08_34Z.html,Yes,No,"2-18T16:09:56.329-05:00"">Feb 18, 2017, 4:09:56 PM Eastern Time : Dad : Nic's student loan is with WF bank. Labels: Text , Inbox User Deleted: False"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Text - 2017-05-04T13_22_01Z.html,Takeout/Voice/Calls/Dad - Text - 2017-05-04T13_22_01Z.html,Yes,Yes,"ass=""sender vcard""> Dad : Awesome. I have a morning of three patients, including Deneen who doesn't work for us any more as you know. Then I drive to St Barb for 4th of 30 EDTA chelation infusions, which also include 10 grams of Vit C to massively help liver and kidney detox, etc. May 4, 2017, 10:05:17 AM Eastern Time : Me : hey can you talk for a few m"
bank,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2011-01-29T00_28_03Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2011-01-29T00_28_03Z.html,Yes,No,"an 28, 2011, 7:28:03 PM Eastern Time Transcript: 8 PM just if you could leave me a message to me know. But the Teachers National work. Right. I'm at the bank. Anyway, that's, anyway. I screwed much question about like whether it was. Keegan Hurd dropping her off probably noon. Enterprises, and what the address was because it was. And change. Maybe on your account name or something maybe he did it online. Hello one. I just. I just of them there so I need to know the mailing address. The Year, using for the Wells Fargo Bank. Here, and, at that account number and then w"
bank,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2011-02-09T02_00_00Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2011-02-09T02_00_00Z.html,Yes,No,"/abbr> Transcript: Hey Keegan it's Dad 6 o'clock on Tuesday. Super 8 My time, to use. I got another check today and Well, I didn't have time to get it to the bank today So I thought I, clarify this with you once and for all. You can build your bank to Florida. But I just. I just need to know the name and address call ME A S enterprises at the polls address out there or something like that. Just back to me. Send me an email on that would be the best because that company unlike most every other bank. I've ever dealt with. They want to know the number I And the address, of t"
Gavin,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2015-11-22T20_31_07Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2015-11-22T20_31_07Z.html,Yes,No,"was there Sunday. It's about 93 and my car's been sitting like Katie's six seven degrees here. I'm off today. It's hotter than I think it is a where you are. And it's like 18 degrees. Pauline or Gavin Farm Morgan today Weird Paul when making a couple of drops of rain Wednesday well just checking in hope everybody's doing well. I'm working on my office trying to get it ready for. Fail going to take me a little while. Okay. Counting on you Alright. Thanks a lot honey. I love you Alright Bye Bye. Hey, 0.0 0.0 <span c"
Drive,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2017-06-03T18_40_31Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2017-06-03T18_40_31Z.html,Yes,Yes,"nd pop store over there. They gave us a good deal, so Just thought I'd give you a call catch up alright. Happy Saturday. I love you guys, and I guess we're going to see you soon. I hear from Nicole. You going to drive here. That's cool. That's great. We're going to have all 5 of the kids together and all 6 grand kids. At least with the wedding so we'll have to get some really good pictures alright. I love you. Talk to you soon. Bye. hey, 0.0 0.0 0.85 Keegan, <s"
Drive,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2017-06-25T15_27_54Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2017-06-25T15_27_54Z.html,Yes,Yes,"description""> Hey, good morning, Keegan, and Robin in case you're in hearing distance 8:30 a.m.. Out here. I don't know where you are. Hope low battery hope the trip is going well, and the drive maybe you're sleeping now. That's great. Just text me or give me a call and leave a voicemail message or something just hope everything's going well, and it's not like national Lampoon. anyway I love you. Hope to see you really soon. Okay. Bye. Hey, 0.0 0.0 0.85 <span cl"
Drive,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2017-07-15T00_30_06Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2017-07-15T00_30_06Z.html,Yes,Yes,"ast specialty foods. Which is next to Tom's. Or a salad with linda and then going home. Don't know what your schedule is, but that's what I'm doing. Yeah, give me a call. I have my phone on me now, but I drive the ranchero. Which is very loud, and I what I'm driving. I can't hear. Okay, honey. I'll see you later. Bye. Love you. Hey, 0.0 0.0 0.85 Keegan, 0.0 0.0 0.85</span"
bank,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2017-08-18T00_14_20Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2017-08-18T00_14_20Z.html,Yes,No,"Keegan, this is dad. Haven't talked to you in a while. Just wanted to see how you're doing. I have well. I may have told you but I but Brian Kerry Ran into some trouble with Wells Fargo and he's working with bank of the west and he's was supposed to find out yesterday. If he qualifies are. I don't know what this does snag was with Wells Fargo, but anyway it supposed to find out if another lender would help us with his loan or loans. So just not sure but meanwhile I'm still working and then today. I'm grilling away, and then all of sudden. I don't have any air so the air compressor on the roof which has a"
Drive,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dad - Voicemail - 2017-10-19T15_09_33Z.html,Takeout/Voice/Calls/Dad - Voicemail - 2017-10-19T15_09_33Z.html,Yes,Yes,"urious. How the trip went for Robin. I don't have her phone number memorized so and I think I got it in my contact list, but anyway I could call her and see anyway. Hope it's going well and that. Kids didn't drive you to the insane asylum. Okay. Have a good day. Bye. Hey, 0.0 0.0 0.85 Keegan, 0.0 0.0 0.85 it's 0.0"
bank,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dan Pearson - Text - 2016-12-16T04_52_09Z.html,Takeout/Voice/Calls/Dan Pearson - Text - 2016-12-16T04_52_09Z.html,Yes,No,":52:09 PM Eastern Time : Dan Pearson : Crap I completely forgot to txt you back. I don't have a U.K. Bank account anymore but I know my dad still does so I'll get it from that. I'll speak to you more in the morning about it. Labels: Text , Inbox User Deleted: False"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Darlene Roth - Text - 2016-03-23T18_03_28Z.html,Takeout/Voice/Calls/Darlene Roth - Text - 2016-03-23T18_03_28Z.html,Yes,Yes,"tle=""2016-03-23T14:03:28.291-04:00"">Mar 23, 2016, 2:03:28 PM Eastern Time : Me : 5919 Trailwood Drive Port Orange FL 32127 Mar 23, 2016, 2:03:32 PM Eastern Time : Me : eta? Mar 23, 2016, 2:37:08 PM Eastern Time"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Derek Sveel - Text - 2016-10-27T01_05_34Z.html,Takeout/Voice/Calls/Derek Sveel - Text - 2016-10-27T01_05_34Z.html,Yes,Yes,"dt"" title=""2016-10-26T22:32:50.307-04:00"">Oct 26, 2016, 10:32:50 PM Eastern Time : Me : https://drive.google.com/open?id=0B7fwayow2PH_VHFHc2tBR1l6cEU Labels: Text , Inbox User Deleted: False"
drive.google.com,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Derek Sveel - Text - 2016-10-27T01_05_34Z.html,Takeout/Voice/Calls/Derek Sveel - Text - 2016-10-27T01_05_34Z.html,Yes,Yes,"dt"" title=""2016-10-26T22:32:50.307-04:00"">Oct 26, 2016, 10:32:50 PM Eastern Time : Me : https://drive.google.com/open?id=0B7fwayow2PH_VHFHc2tBR1l6cEU Labels: Text , Inbox User Deleted: False"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Derek Sveel - Text - 2016-10-27T17_04_15Z.html,Takeout/Voice/Calls/Derek Sveel - Text - 2016-10-27T17_04_15Z.html,Yes,Yes,"016, 1:04:15 PM Eastern Time : Me : I put your product photos inside that same folder in Google Drive :) Oct 27, 2016, 1:05:52 PM Eastern Time : Derek Sveel : Awesome! Thank you! Oct 27, 2016, 2:07:16 PM Eastern Time : <"
Google Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Derek Sveel - Text - 2016-10-27T17_04_15Z.html,Takeout/Voice/Calls/Derek Sveel - Text - 2016-10-27T17_04_15Z.html,Yes,Yes,"t 27, 2016, 1:04:15 PM Eastern Time : Me : I put your product photos inside that same folder in Google Drive :) Oct 27, 2016, 1:05:52 PM Eastern Time : Derek Sveel : Awesome! Thank you! Oct 27, 2016, 2:07:16 PM Eastern Time : <"
drive.google.com,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Derek Sveel - Text - 2016-10-27T17_04_15Z.html,Takeout/Voice/Calls/Derek Sveel - Text - 2016-10-27T17_04_15Z.html,Yes,Yes,"""dt"" title=""2016-10-27T14:07:46.487-04:00"">Oct 27, 2016, 2:07:46 PM Eastern Time : Me : https://drive.google.com/open?id=0B7fwayow2PH_VHFHc2tBR1l6cEU Oct 27, 2016, 2:08:05 PM Eastern Time : Me : click on that folder and it has all the images inside <abbr class=""dt"" title=""2016-10-27T14:08"
Drive,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dia Becchio - Voicemail - 2010-10-28T04_17_44Z.html,Takeout/Voice/Calls/Dia Becchio - Voicemail - 2010-10-28T04_17_44Z.html,Yes,Yes,"nded, which is have you guys just come down. Thursday night the rest. So what I stay here hopefully we can leave in the morning on Friday or Thursday evening, late Thursday evening. And then Yeah, he doesn't have to drive to santa barbara, and I don't have to go anywhere and you're already halfway down the we just gonna excused. Do you know if you guys do, that'd be awesome. Love you. Late I don't know what you think about bye. Hey, 2.6690001 2.8500001 0.9622443 Bu"
merchant,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dr Alex - Text - 2016-08-18T16_04_08Z.html,Takeout/Voice/Calls/Dr Alex - Text - 2016-08-18T16_04_08Z.html,Yes,No,":43 PM Eastern Time : Dr Alex : Hey Keegan, we had a great day today but funds aren't going to clear merchant services until tomorrow so tomorrow morning you will be all squared away Aug 18, 2016, 8:10:42 PM Eastern Time : Me : Ok thanks. did calls pick up today <abbr class=""dt"" titl"
download,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dr Alex - Text - 2016-08-24T14_50_03Z.html,Takeout/Voice/Calls/Dr Alex - Text - 2016-08-24T14_50_03Z.html,Yes,No,"Eastern Time : Dr Alex : Hey Keegan, I sent you an email with the testimonial, let me know if you were able to download it Aug 24, 2016, 10:51:01 AM Eastern Time : Dr Alex : The sound came thru pretty good Aug 24, 2016, 10:55:54 AM Eastern Time"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dr Granger - Text - 2016-10-24T16_33_36Z.html,Takeout/Voice/Calls/Dr Granger - Text - 2016-10-24T16_33_36Z.html,Yes,Yes,"tern Time : Me : This folder has two video files in it. I'll let you know as I add more: https://drive.google.com/open?id=0B7fwayow2PH_bFQ5czhSdFBEdlU Labels: Text , Inbox User Deleted: False"
drive.google.com,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dr Granger - Text - 2016-10-24T16_33_36Z.html,Takeout/Voice/Calls/Dr Granger - Text - 2016-10-24T16_33_36Z.html,Yes,Yes,"tern Time : Me : This folder has two video files in it. I'll let you know as I add more: https://drive.google.com/open?id=0B7fwayow2PH_bFQ5czhSdFBEdlU Labels: Text , Inbox User Deleted: False"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dr Joe Rosado - Text - 2016-01-31T22_55_36Z.html,Takeout/Voice/Calls/Dr Joe Rosado - Text - 2016-01-31T22_55_36Z.html,Yes,Yes,"M Eastern Time : Dr Joe Rosado : And the driving of clients to the site via social media? Linking all sites to drive people to the site? How about having the site be on page one? Jan 31, 2016, 8:33:03 PM Eastern Time : Me : Local SEO is pretty easy to win. The question is how much will patients interact via social media wit"
download,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Dr Joe Rosado - Text - 2016-01-31T22_55_36Z.html,Takeout/Voice/Calls/Dr Joe Rosado - Text - 2016-01-31T22_55_36Z.html,Yes,No,"el"" href=""tel:+14075758525""> Dr Joe Rosado : (1/2) I have an EMR that will be linked with the website to have patients schedule on line, together with all of the forms, which they can download and/or fill Jan 31, 2016, 8:33:37 PM Eastern Time : Dr Joe Rosado : (2/2) out on line, print and bring it to the office. Jan 31,"
bank,,Mail,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Eric Owens - Voicemail - 2010-11-23T18_47_30Z.html,Takeout/Voice/Calls/Eric Owens - Voicemail - 2010-11-23T18_47_30Z.html,Yes,No,"ublished"" title=""2010-11-23T13:47:30.000-05:00"">Nov 23, 2010, 1:47:30 PM Eastern Time Transcript: Hey Keegan. It's Eric, I we've been talking to the bank in the bank wants to do a real valuation of pricing 50 what they're going to accept, either the deep blue or maybe work try to put it up short. So again, so they want to get your message that I didn't want to do that today around 2 o'clock, if possible. I know it's short notice but okay. We're just trying to hook up at work with the bank babe, I'll catch with you what they want to do somethin"
Ariana,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Ezra - Text - 2025-04-11T15_03_08Z.html,Takeout/Voice/Calls/Ezra - Text - 2025-04-11T15_03_08Z.html,Yes,No,"14:11:02.267-04:00"">Apr 11, 2025, 2:11:02 PM Eastern Time : Me : I'm going to start calling Ariana mom and u robin Colleen hurd Apr 11, 2025, 2:14:12 PM Eastern Time : Ezra : If you hate me for who I am, then I can't help that or change that. If you want to call Ariana mom, I can't help that. She isn't"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2016-02-22T20_15_22Z.html,Takeout/Voice/Calls/Group Conversation - 2016-02-22T20_15_22Z.html,Yes,Yes,"9;PM Eastern Time : Dad : Mom and Dad's 2013 Chevy Volt. Very quiet 4 seat sedan. Plug-in hybrid, electric drive, gas engine driven generator. Feb 22, 2016, 3:16:31 PM Eastern Time : ��Stacia�� : Very nice dad! Feb"
bank,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2016-02-27T15_38_48Z.html,Takeout/Voice/Calls/Group Conversation - 2016-02-27T15_38_48Z.html,Yes,No,"239;AM Eastern Time : ��Nicolle�� : I deposited $780.00 into loves health since my bank holds checks for 10 business days and td bank charges $7 to cash a check. Also I renewed the Po box yesterday for $64 and I think we should possibly not continue this in 6 months Feb 27, 2016, 10:40:04 AM Eastern Time : ��"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2016-08-21T04_32_08Z.html,Takeout/Voice/Calls/Group Conversation - 2016-08-21T04_32_08Z.html,Yes,Yes,"19 AM Eastern Time : Me : How about an air B&B for Morgan and Kim and son at 5919 Trailwood Drive in Port Orange Florida Aug 21, 2016, 12:40:18 AM Eastern Time : ��Nicolle�� : Yes! Aug 21, 2016, 12:5"
bank,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2016-09-04T15_51_24Z.html,Takeout/Voice/Calls/Group Conversation - 2016-09-04T15_51_24Z.html,Yes,No,"11:51:24 AM Eastern Time : ��Stacia�� : Can you guys stop using loves health bank account for personal stuff? It's very confusing for records Sep 4, 2016, 11:57:23 AM Eastern Time : Me : Nicolle? Sep"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2016-09-21T21_18_00Z.html,Takeout/Voice/Calls/Group Conversation - 2016-09-21T21_18_00Z.html,Yes,Yes,"9-21T22:20:14.193-04:00"">Sep 21, 2016, 10:20:14 PM Eastern Time : kameron turner : Literally a 10 minute drive Sep 21, 2016, 10:20:24 PM Eastern Time : Me : Awesome! Sep 21, 2016, 10:20:50 PM Eastern Time : <cite class="""
presentation,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2016-10-14T17_05_20Z.html,Takeout/Voice/Calls/Group Conversation - 2016-10-14T17_05_20Z.html,Yes,Yes,"tel:+18057487772""> Me : okay. Solid shirt and a few more takes. Don't overthink it with trying to get staff to act etc like that Girl Chiro video. Having Dad practice the presentation with you off camera enough times that it's natural and hopefully he can nail it in 1 take, maybe 2 and editing will be minor. Labels: Text , Inbox User Deleted: False"
download,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2016-12-09T12_23_56Z.html,Takeout/Voice/Calls/Group Conversation - 2016-12-09T12_23_56Z.html,Yes,No,"stern Time : ��Nicolle�� : Hello, install Yepzon App from: http://yepzon.com/download and open: http://yepzon.com/pair/MTAzMjc4MzMxLDc2NTQxMjc3LDE0ODEyODYxOTgsYmY1ZjQyMTNjYjk3MzRmNDBkNzE=?name=Micah to get access to the Yepzon I want to share with you. Note! The link is valid for 24 hours. The link will be invalidated if the user who created the link loses access to the Yepzon. To get all the features of Yepzon App you need a smartphone with one of the following operating systems: -"
download,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-02-03T01_28_00Z.html,Takeout/Voice/Calls/Group Conversation - 2017-02-03T01_28_00Z.html,Yes,No,"2631 : Ha, ha CONGRATULATIONS! That was a baby whopper. Almost 9 lbs. That is what Peggy weighed. Did u have an easy delivery?::What name did u settle on? I see a lot of downloads but I can't download them on my cheapo phone. Can u post them to your Facebook? I love u so much! I hope u and babykins r doing well! Hugs, mom Feb 2, 2017, 10:07:09 PM Eastern Time : ��Nicolle�� : No baby y"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-02-05T14_03_18Z.html,Takeout/Voice/Calls/Group Conversation - 2017-02-05T14_03_18Z.html,Yes,Yes,"23:48.886-05:00"">Feb 5, 2017, 9:23:48 AM Eastern Time : ��Nicolle�� : Wahoo! Drive safely! Or ride safely! Labels: Text , Inbox User Deleted: False"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-03-03T22_25_17Z.html,Takeout/Voice/Calls/Group Conversation - 2017-03-03T22_25_17Z.html,Yes,Yes,"8239;PM Eastern Time : +13863837507 : That's an idea. Not sure about the neighborhood though. We'll go drive by it to check it out. Mar 3, 2017, 8:31:39 PM Eastern Time : ��Nicolle�� : I was gonna drive by about 30 minutes ago while I was getting Micah a Redbox movie but I forgot and drove straig"
download,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-03-13T23_15_41Z.html,Takeout/Voice/Calls/Group Conversation - 2017-03-13T23_15_41Z.html,Yes,No,"tel:+17734579095""> ��Nicolle�� : Hello, Micah's new tracker arrived today, here's the new link: install Yepzon App from: http://yepzon.com/download and open: http://yepzon.com/pair/MTAzMjc4MzMxLDEwNDg5MTgzNywxNDg5NDQ2ODM5LGExMWZiMDg5ZTgwZTQzZDA1ZjBj?name=Micah%20new%20tracker to get access to the Yepzon I want to share with you. Note! The link is valid for 24 hours. The link will be invalidated if the user who created the link loses access to the Yepzon. To get all the features of Yepzon App you need a smartphone with one of the following operati"
bank,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-03-15T15_39_20Z.html,Takeout/Voice/Calls/Group Conversation - 2017-03-15T15_39_20Z.html,Yes,No,"r 15, 2017, 11:39:20 AM Eastern Time : Mike McDaniel : Before putting Becky through all those hoops with bank statements and crazy things, should we launch with the Luke PayPal account then try Braintree again in a month as a transfer of an already operational account? Mar 15, 2017, 12:08:29 PM Eastern Time : +14079239363 :"
merchant,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-03-15T15_39_20Z.html,Takeout/Voice/Calls/Group Conversation - 2017-03-15T15_39_20Z.html,Yes,No,"e : Mike McDaniel : The guys Are figuring it out now. I come off as an alarmist but I've been through this merchant crap stuff before. So I'm cynical. Mar 15, 2017, 12:10:09 PM Eastern Time : Me : Stripe is solid. They're the only processor I've used with Clickfunnels. First transfer takes 7 days. Subsequent tr"
Stripe,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-03-15T15_39_20Z.html,Takeout/Voice/Calls/Group Conversation - 2017-03-15T15_39_20Z.html,Yes,No,"class=""dt"" title=""2017-03-15T12:10:09.047-04:00"">Mar 15, 2017, 12:10:09 PM Eastern Time : Me : Stripe is solid. They're the only processor I've used with Clickfunnels. First transfer takes 7 days. Subsequent transfers take 2 days from sale to bank account. Amazon payments will need to be set up in future also. Mar 15, 2017, 12:11:06 PM Eastern Time : <a class=""tel"" href=""tel:+14074158"
Stripe,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-05-12T17_30_59Z.html,Takeout/Voice/Calls/Group Conversation - 2017-05-12T17_30_59Z.html,Yes,No,"017, 3:36:16 PM Eastern Time : Me : cool. you see the details Basil? 3 bags MF 1 single box. Is Stripe telling you enough? Labels: Text , Inbox User Deleted: False"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-06-25T14_01_36Z.html,Takeout/Voice/Calls/Group Conversation - 2017-06-25T14_01_36Z.html,Yes,Yes,">Hi! We are in Fort Worth now, hoping to see Kameron and take a long break from driving. We'll continue driving this afternoon. Driving at night while the kids are asleep is definitely the way to go. We were able to drive for 12 hours last night. If we do the same tonight then i'm not yet sure where our next stop will be. Did Keegan talk to you about your house being our first California stop? Jun 25, 2017, 12:06:55 PM Eastern Time : Joan M Turner</sp"
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-07-02T18_32_13Z.html,Takeout/Voice/Calls/Group Conversation - 2017-07-02T18_32_13Z.html,Yes,Yes,":41:44.328-04:00"">Jul 2, 2017, 2:41:44 PM Eastern Time : Me : is there a car at Dad's I can drive? It'd be nice if I don't strand Robin in Buellton Jul 2, 2017, 2:43:04 PM Eastern Time : Alex Hurd : I don't get the rapey scene photo but okay.... <abbr class=""dt"" title="""
Drive,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-07-11T16_46_24Z.html,Takeout/Voice/Calls/Group Conversation - 2017-07-11T16_46_24Z.html,Yes,Yes,"rn Time : +18053632631 : Hi it's a go for me when and the address. It is listed as 1693 Mission drive and also 515 Alisal Rd. Then Google maps shows it on avenue 246 just before avenue of the flags. Jul 11, 2017, 3:31:31 PM Eastern Time : Gina Aikens : Mom, I think it's Chowya. I'll look it up. <"
Jonathan,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-10-28T00_58_42Z.html,Takeout/Voice/Calls/Group Conversation - 2017-10-28T00_58_42Z.html,Yes,No,"hamp , Mason Weed , Jonathan Beauchamp Oct 27, 2017, 8:58:42 PM Eastern Time : Mason Weed : Conference Saturday, from 6pm to 8pm central time. The number to call in is 719-284-5839. The pin is 84559. First time using the app. Hop"
Jonathan,,Unknown,C:\Users\thoma\Documents\Cyber Crimes Tools\Takeout Extracted\Takeout\Voice\Calls\Group Conversation - 2017-12-07T20_14_16Z.html,Takeout/Voice/Calls/Group Conversation - 2017-12-07T20_14_16Z.html,Yes,No,"e , Jimmy Jackson , Jonathan Beerchant Dec 7, 2017, 3:14:16 PM Eastern Time : Mason Weed : Conference call tonight, 7pm central time. If you can't make it I understand. Just trying to get the last bit of info we were supposed t"
