EventDateTime,EventType,ExhibitNumber,Description,WhyItMatters,Limitation,RecommendedFollowUp
2024/04/25 13:11:53,Screenshot/Image OCR,EX-010,"Screenshot 2024-04-25 at 1.11.40ΓÇ»PM.jpeg - 1:11 You got a new lead on Kula Yoga! Inbox Amanda Smith Apr 24 WiX to me, kulayogastudiopo, t... v Display images Amanda Smith submitted a contact form via Wix Chat on Kula_YQga Email: Name: smith.ak@live.com Amanda Smi",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:11:53,Screenshot/Image OCR,EX-110,"Screenshot 2024-04-25 at 1.11.40ΓÇ»PM.jpeg - 1:11 You got a new lead on Kula Yoga! Inbox Amanda Smith Apr 24 WiX to me, kulayogastudiopo, t... v Display images Amanda Smith submitted a contact form via Wix Chat on Kula_YQga Email: Name: smith.ak@live.com Amanda Smi",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:13:21,Screenshot/Image OCR,EX-011,"Screenshot 2024-04-25 at 1.13.10ΓÇ»PM.jpeg - .11 1:13 Visitor 5288 sent you a new message Inbox Visitor 5288 (N... Apr 24 WiX to me, kulayogastudiopo, t... From Reply To To Date Visitor 5288 (No Reply) d58f5250-007b-493f-929c-41a2894168d 4@crm.wix.com Visitor 5288 ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:13:21,Screenshot/Image OCR,EX-111,"Screenshot 2024-04-25 at 1.13.10ΓÇ»PM.jpeg - .11 1:13 Visitor 5288 sent you a new message Inbox Visitor 5288 (N... Apr 24 WiX to me, kulayogastudiopo, t... From Reply To To Date Visitor 5288 (No Reply) d58f5250-007b-493f-929c-41a2894168d 4@crm.wix.com Visitor 5288 ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:15:31,Screenshot/Image OCR,EX-012,"Screenshot 2024-04-25 at 1.15.21ΓÇ»PM.jpeg - .11 1:15 Electronic Contract Fo x DocuSign Envelope IO: ABB8F54F-6ECO-486E-B003-4A63EECFBBC1 COMMERCIAL FINANCING DISCLOSURE I)isclosure Date: 04/24/2024 Recilient Name: HELD PAYMENT SERMCES LLC 6274 PALM MSTA ST, Port O",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:15:31,Screenshot/Image OCR,EX-112,"Screenshot 2024-04-25 at 1.15.21ΓÇ»PM.jpeg - .11 1:15 Electronic Contract Fo x DocuSign Envelope IO: ABB8F54F-6ECO-486E-B003-4A63EECFBBC1 COMMERCIAL FINANCING DISCLOSURE I)isclosure Date: 04/24/2024 Recilient Name: HELD PAYMENT SERMCES LLC 6274 PALM MSTA ST, Port O",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:22:07,Screenshot/Image OCR,EX-013,"Screenshot 2024-04-25 at 1.21.58ΓÇ»PM.jpeg - Second Owner Title: DocuSign Envelope D: ABB8F54F-6ECO-486E-B003-4A63EECFBBC1 Date: AGREEMENT FOR DIRECT DEPOSITS (ACH CREDITS) AND DIRECT COLLECTIONS (ACH DEBITS) Appendix ""A"" Alternate Bank Account: (Name of account ex",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:22:07,Screenshot/Image OCR,EX-113,"Screenshot 2024-04-25 at 1.21.58ΓÇ»PM.jpeg - Second Owner Title: DocuSign Envelope D: ABB8F54F-6ECO-486E-B003-4A63EECFBBC1 Date: AGREEMENT FOR DIRECT DEPOSITS (ACH CREDITS) AND DIRECT COLLECTIONS (ACH DEBITS) Appendix ""A"" Alternate Bank Account: (Name of account ex",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:22:32,Screenshot/Image OCR,EX-014,"Screenshot 2024-04-25 at 1.22.22ΓÇ»PM.jpeg - 15 of 16 DocuSign Envelope D: ABB8F54F-6ECO-486E-B0034A63EECFBBC1 Addendum to Revenue Based Financing Agreement This fee is paid by the Seller to EBF Holdings, LLC d/b/a Everest Business Funding to cover the costs of und",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:22:32,Screenshot/Image OCR,EX-114,"Screenshot 2024-04-25 at 1.22.22ΓÇ»PM.jpeg - 15 of 16 DocuSign Envelope D: ABB8F54F-6ECO-486E-B0034A63EECFBBC1 Addendum to Revenue Based Financing Agreement This fee is paid by the Seller to EBF Holdings, LLC d/b/a Everest Business Funding to cover the costs of und",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:22:50,Screenshot/Image OCR,EX-015,"Screenshot 2024-04-25 at 1.22.38ΓÇ»PM.jpeg - Up to $7,500 $7,501 to $10,000 $10,001 to $25,000 over $25,000 The three fees mentioned above will be deducted from the proceeds of your advance. The fee being paid is t $ 99.00 $150.00 $275.00 $395.00 16 of 16 associate",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:22:50,Screenshot/Image OCR,EX-115,"Screenshot 2024-04-25 at 1.22.38ΓÇ»PM.jpeg - Up to $7,500 $7,501 to $10,000 $10,001 to $25,000 over $25,000 The three fees mentioned above will be deducted from the proceeds of your advance. The fee being paid is t $ 99.00 $150.00 $275.00 $395.00 16 of 16 associate",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:27:09,Screenshot/Image OCR,EX-016,"Screenshot 2024-04-25 at 1.27.00ΓÇ»PM.jpeg - 1:27 x 6274 Palm Vista HOA c... CYPRESS HEAD MASTER HOMEOWNERS' ASSOCIATION, INC. P.O. Box 291747 PORT ORANGE, FL 32129 Tel (386)767-5575 Fax (386)255-5234 www.cypressheadhoa.org April 19, 2024 Jonathan Wagner (786) 125 ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:27:09,Screenshot/Image OCR,EX-116,"Screenshot 2024-04-25 at 1.27.00ΓÇ»PM.jpeg - 1:27 x 6274 Palm Vista HOA c... CYPRESS HEAD MASTER HOMEOWNERS' ASSOCIATION, INC. P.O. Box 291747 PORT ORANGE, FL 32129 Tel (386)767-5575 Fax (386)255-5234 www.cypressheadhoa.org April 19, 2024 Jonathan Wagner (786) 125 ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:28:54,Screenshot/Image OCR,EX-017,"Screenshot 2024-04-25 at 1.28.40ΓÇ»PM.jpeg - .11 1:28 Contracts Inbox Joe Intini Apr 24 to KEEGANHURD@GMAIL.... v Hello Thomas Both Hunter and I have been trying to reach you on text and phone. Please email myself, or Hunter, the contract so we can advance Thomas. ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:28:54,Screenshot/Image OCR,EX-117,"Screenshot 2024-04-25 at 1.28.40ΓÇ»PM.jpeg - .11 1:28 Contracts Inbox Joe Intini Apr 24 to KEEGANHURD@GMAIL.... v Hello Thomas Both Hunter and I have been trying to reach you on text and phone. Please email myself, or Hunter, the contract so we can advance Thomas. ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:32:26,Screenshot/Image OCR,EX-018,"Screenshot 2024-04-25 at 1.32.13ΓÇ»PM.jpeg - 1:32 From To Date Navy Federal Cr... Apr 24 to me Navy Federal Credit Union notice@messages.navyfederal.org keeganhurd@gmail.com Apr 24, 2024 at 5:18AM Standard encryption (TLS) Learn more Images from this sender are alw",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:32:26,Screenshot/Image OCR,EX-118,"Screenshot 2024-04-25 at 1.32.13ΓÇ»PM.jpeg - 1:32 From To Date Navy Federal Cr... Apr 24 to me Navy Federal Credit Union notice@messages.navyfederal.org keeganhurd@gmail.com Apr 24, 2024 at 5:18AM Standard encryption (TLS) Learn more Images from this sender are alw",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:34:08,Screenshot/Image OCR,EX-019,"Screenshot 2024-04-25 at 1.33.56ΓÇ»PM.jpeg - 1:33 Your $20.00 transfer from Visa 0686 is complete Inbox Venmo Apr 23 Display images Your $20.00 transfer from Visa 0686 is now available in your Venmo account. INITIATED ON Tuesday, April 23, 2024 AMOUNT $20.00 FROM V",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:34:08,Screenshot/Image OCR,EX-119,"Screenshot 2024-04-25 at 1.33.56ΓÇ»PM.jpeg - 1:33 Your $20.00 transfer from Visa 0686 is complete Inbox Venmo Apr 23 Display images Your $20.00 transfer from Visa 0686 is now available in your Venmo account. INITIATED ON Tuesday, April 23, 2024 AMOUNT $20.00 FROM V",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:34:48,Screenshot/Image OCR,EX-020,"Screenshot 2024-04-25 at 1.34.38ΓÇ»PM.jpeg - 1:34 ii MARKET o NO REPLY Ezra Hurd was absent from 6... Pabbly Apr 23 Discover 5+ New & Updated Integ... Hello Folks! We hope you're off to a fant... Experian Alerts Apr 23 Thomas, your FICO@ Score has been... Please op",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:34:48,Screenshot/Image OCR,EX-120,"Screenshot 2024-04-25 at 1.34.38ΓÇ»PM.jpeg - 1:34 ii MARKET o NO REPLY Ezra Hurd was absent from 6... Pabbly Apr 23 Discover 5+ New & Updated Integ... Hello Folks! We hope you're off to a fant... Experian Alerts Apr 23 Thomas, your FICO@ Score has been... Please op",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:35:24,Screenshot/Image OCR,EX-021,Screenshot 2024-04-25 at 1.35.14ΓÇ»PM.jpeg - 1:35 Deposit Notification Inbox Navy Federal Cr... Apr 23 NAVY FEDERAL CREDIT UNION Navy Federal Security Zone: Email for HELO I Access Whoo Hoo! Your Funds Are Available Great news! The funds you recently deposited are ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:35:24,Screenshot/Image OCR,EX-121,Screenshot 2024-04-25 at 1.35.14ΓÇ»PM.jpeg - 1:35 Deposit Notification Inbox Navy Federal Cr... Apr 23 NAVY FEDERAL CREDIT UNION Navy Federal Security Zone: Email for HELO I Access Whoo Hoo! Your Funds Are Available Great news! The funds you recently deposited are ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:36:05,Screenshot/Image OCR,EX-022,"Screenshot 2024-04-25 at 1.35.47ΓÇ»PM.jpeg - .11 1:35 Withdrawal Notification Inbox Navy Federal Cr... Display images Apr 23 Navy Federal Security Zone: Email for HELO PAYMENT SERVICES LLC I Access xxxxxxxxxxxxl 1 Account Activity $5,000.00 was withdrawn from your ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:36:05,Screenshot/Image OCR,EX-122,"Screenshot 2024-04-25 at 1.35.47ΓÇ»PM.jpeg - .11 1:35 Withdrawal Notification Inbox Navy Federal Cr... Display images Apr 23 Navy Federal Security Zone: Email for HELO PAYMENT SERVICES LLC I Access xxxxxxxxxxxxl 1 Account Activity $5,000.00 was withdrawn from your ",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:37:09,Screenshot/Image OCR,EX-023,"Screenshot 2024-04-25 at 1.36.59ΓÇ»PM.jpeg - 1:36 You paid Ariana Posey $200.00 Inbox Venmo Apr 22 Display images venmo You paid Ariana Posey Food Transfer Date and Amount: - $200.00 Apr 22, 2024 PDT n Like Paid via Venmo balance. Comment Payment D: 405205226912615",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:37:09,Screenshot/Image OCR,EX-123,"Screenshot 2024-04-25 at 1.36.59ΓÇ»PM.jpeg - 1:36 You paid Ariana Posey $200.00 Inbox Venmo Apr 22 Display images venmo You paid Ariana Posey Food Transfer Date and Amount: - $200.00 Apr 22, 2024 PDT n Like Paid via Venmo balance. Comment Payment D: 405205226912615",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:38:40,Screenshot/Image OCR,EX-024,"Screenshot 2024-04-25 at 1.38.30ΓÇ»PM.jpeg - 1:38 Your $50.00 transfer from Visa 0686 is complete Inbox Venmo 12:44 PM Display images Your $50.00 transfer from Visa 0686 is now available in your Venmo account. INITIATED ON Thursday, April 25, 2024 AMOUNT $50.00 FRO",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:38:40,Screenshot/Image OCR,EX-124,"Screenshot 2024-04-25 at 1.38.30ΓÇ»PM.jpeg - 1:38 Your $50.00 transfer from Visa 0686 is complete Inbox Venmo 12:44 PM Display images Your $50.00 transfer from Visa 0686 is now available in your Venmo account. INITIATED ON Thursday, April 25, 2024 AMOUNT $50.00 FRO",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:42:17,Screenshot/Image OCR,EX-025,Screenshot 2024-04-25 at 1.42.06ΓÇ»PM.jpeg - NAVY FEDERAL Credit Union CORPS AVY AIR FORCE FORCE COAST Guano VETERANS Routing Number: 256074974 a Sign Out HELO PAYMENT SERVICES LLC Member since 2020 Accounts Move Money Cards BACK TO ALL ACCOUNTS Statements My Makin,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:42:17,Screenshot/Image OCR,EX-125,Screenshot 2024-04-25 at 1.42.06ΓÇ»PM.jpeg - NAVY FEDERAL Credit Union CORPS AVY AIR FORCE FORCE COAST Guano VETERANS Routing Number: 256074974 a Sign Out HELO PAYMENT SERVICES LLC Member since 2020 Accounts Move Money Cards BACK TO ALL ACCOUNTS Statements My Makin,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:42:36,Screenshot/Image OCR,EX-026,Screenshot 2024-04-25 at 1.42.25ΓÇ»PM.jpeg - 1:42 screencapture-digitalo... ectronic Payment Exchange Depo Deposits Electronic Payment Exchange Deposit Deposits Transfer from Stripe Transfers Electronic Payment Exchange Deposit Deposits Wix.com Deposit Deposits Apr,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:42:36,Screenshot/Image OCR,EX-126,Screenshot 2024-04-25 at 1.42.25ΓÇ»PM.jpeg - 1:42 screencapture-digitalo... ectronic Payment Exchange Depo Deposits Electronic Payment Exchange Deposit Deposits Transfer from Stripe Transfers Electronic Payment Exchange Deposit Deposits Wix.com Deposit Deposits Apr,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:42:55,Screenshot/Image OCR,EX-027,"Screenshot 2024-04-25 at 1.42.44ΓÇ»PM.jpeg - April 9, April 8, GO April 5, April 4, April 3, April 2, Deposits April 1, • 2024 Electronic Payment Exchange WiX WiX Electronic Payment Exchange Deposit Deposits Transfer from Stripe Transfers • 2024 Debit-b XX 0686 Ven",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:42:55,Screenshot/Image OCR,EX-127,"Screenshot 2024-04-25 at 1.42.44ΓÇ»PM.jpeg - April 9, April 8, GO April 5, April 4, April 3, April 2, Deposits April 1, • 2024 Electronic Payment Exchange WiX WiX Electronic Payment Exchange Deposit Deposits Transfer from Stripe Transfers • 2024 Debit-b XX 0686 Ven",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:43:15,Screenshot/Image OCR,EX-028,"Screenshot 2024-04-25 at 1.43.04ΓÇ»PM.jpeg - April 3, April 2, Deposits April 1, • 2024 Electronic Payment Exchange WiX WiX Online Services ACH Debit - Srh Business SOI Utilities Electronic Payment Exchange Deposit Deposits • 2024 Debit-b XX 0686 cash XX1940 CA Tra",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:43:15,Screenshot/Image OCR,EX-128,"Screenshot 2024-04-25 at 1.43.04ΓÇ»PM.jpeg - April 3, April 2, Deposits April 1, • 2024 Electronic Payment Exchange WiX WiX Online Services ACH Debit - Srh Business SOI Utilities Electronic Payment Exchange Deposit Deposits • 2024 Debit-b XX 0686 cash XX1940 CA Tra",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:43:53,Screenshot/Image OCR,EX-029,"Screenshot 2024-04-25 at 1.43.40ΓÇ»PM.jpeg - 1:43 may be, covered by the Electronic Communications Privacy Act, 18 U.S.C. 2510- 2521, and is also confidential and proprietary in nature. If you are not the intended recipient, please be advised that you are legally p",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:43:53,Screenshot/Image OCR,EX-129,"Screenshot 2024-04-25 at 1.43.40ΓÇ»PM.jpeg - 1:43 may be, covered by the Electronic Communications Privacy Act, 18 U.S.C. 2510- 2521, and is also confidential and proprietary in nature. If you are not the intended recipient, please be advised that you are legally p",Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:02,Screenshot/Image OCR,EX-030,Screenshot 2024-04-25 at 1.48.49ΓÇ»PM.jpeg - 1:48 NAVY FEDE 2024-02-29 STMSSC... Page 1 ot s Credit Union po X)oc • VA • 22119-m *BWNLLSV *OOOOOOQ4R2QUQIA6tOOOFME90F HELO PAYMENT SERVICES LLC 6274 PALM VISTA ST PORT ORANGE FL 32128-6952 Statement of Account Stateme,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:02,Screenshot/Image OCR,EX-130,Screenshot 2024-04-25 at 1.48.49ΓÇ»PM.jpeg - 1:48 NAVY FEDE 2024-02-29 STMSSC... Page 1 ot s Credit Union po X)oc • VA • 22119-m *BWNLLSV *OOOOOOQ4R2QUQIA6tOOOFME90F HELO PAYMENT SERVICES LLC 6274 PALM VISTA ST PORT ORANGE FL 32128-6952 Statement of Account Stateme,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:20,Screenshot/Image OCR,EX-031,Screenshot 2024-04-25 at 1.49.10ΓÇ»PM.jpeg - NFCU PO BOX 3100 MERRIFIELD VA 22119-3100 9057103475617312b293å5sooooooooooooooooooooooooooooooe 02-12 02-12 02-12 TOTAL 2 NAVY FEDE Credit Union PO • VA • 221 Statement Of Account For HELO PAYMENT SERVICES LLC Business ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:20,Screenshot/Image OCR,EX-131,Screenshot 2024-04-25 at 1.49.10ΓÇ»PM.jpeg - NFCU PO BOX 3100 MERRIFIELD VA 22119-3100 9057103475617312b293å5sooooooooooooooooooooooooooooooe 02-12 02-12 02-12 TOTAL 2 NAVY FEDE Credit Union PO • VA • 221 Statement Of Account For HELO PAYMENT SERVICES LLC Business ,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:37,Screenshot/Image OCR,EX-032,Screenshot 2024-04-25 at 1.49.27ΓÇ»PM.jpeg - NAVY FEDE Credit Union PO • VA • 22119-xm Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 02-12 02-12 02-12 02-14 02-16 02-16 02-01 02-01 02-05 02-05 02-06 3 3 of 5 Statement Period 02/0,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:37,Screenshot/Image OCR,EX-132,Screenshot 2024-04-25 at 1.49.27ΓÇ»PM.jpeg - NAVY FEDE Credit Union PO • VA • 22119-xm Statement Of Account For HELO PAYMENT SERVICES LLC Business Checking - 7103475617 02-12 02-12 02-12 02-14 02-16 02-16 02-01 02-01 02-05 02-05 02-06 3 3 of 5 Statement Period 02/0,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:51,Screenshot/Image OCR,EX-033,Screenshot 2024-04-25 at 1.49.43ΓÇ»PM.jpeg - Date 02-26 02-26 02-26 02-26 02-26 02-26 02-27 02-27 02-27 02-28 02-28 02-28 02-28 02-28 02-28 02-29 02-29 02-29 02-29 02-29 NAVY FEDE Credit Union Po • VA • 22119-»m Statement of Account For HELO PAYMENT SERVICES LLC Bu,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:49:51,Screenshot/Image OCR,EX-133,Screenshot 2024-04-25 at 1.49.43ΓÇ»PM.jpeg - Date 02-26 02-26 02-26 02-26 02-26 02-26 02-27 02-27 02-27 02-28 02-28 02-28 02-28 02-28 02-28 02-29 02-29 02-29 02-29 02-29 NAVY FEDE Credit Union Po • VA • 22119-»m Statement of Account For HELO PAYMENT SERVICES LLC Bu,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
2024/04/25 13:50:08,Screenshot/Image OCR,EX-034,Screenshot 2024-04-25 at 1.49.58ΓÇ»PM.jpeg - 02-26 02-26 02-27 02-27 02-27 02-28 02-28 02-28 02-28 02-28 02-28 02-29 02-29 02-29 02-29 02-29 02-01 02-01 02-05 02-05 02-06 02-06 02-13 02-22 02-28 02-01 02-os 02-07 02-08 02-08 POS Debit. Business Debit Card 7106 02-2,Shows timing and/or sensitive content in an image linked to the TO: Mom message thread.,OCR and HTML direction inference require native iPhone database confirmation; actor identity not independently proven.,"Verify with native extraction; compare image content, hash, message GUID, and sender/recipient handles."
